00001177768	ROYAL SALUTE 38	36500	22780,4
5901041003454	BELVEDERE 70CL VOTKA	2650	1994,69
5901594001648	GRIMBERERGEN	135	123,108
5901811521072	PRAVDA ESPRESSO VODKA	1990	1030,47
5901811522871	PRAVDA BIO	2690	1171,66
5901867814203	BELVEDERE PURE 70 CL	2650	1951,33
6001108093769	AMARULA VANILLA CREAM	795	606,947
6001495062577	AMARULA CREAM	795	606,947
6091319490174	TAKAMAKA RUM DARK SPICED	1195	824,301
6091319490204	TAKAMAKA RUM BLANC 70 CL	1175	820,089
619947000112	TITO S VODKA	2350	1728
634158496349	WOLFBURN NORTHLAND	2950	2091,1
634158496370	WOLFBURN MORVEN	3250	2326,58
7312040017034	ABSOLUT 100 CL	1450	1138,51
7312040017072	ABSOLUT 50CL	775	609,163
7312040017355	ABSOLUT 35 CL	575	451,943
7312040017508	ABSOLUT 5CL	250	194,8
7312040017683	ABSOLUT 70 CL	1050	817,172
7312040050703	ABSOLUT MANDRIN 70	1050	765,238
7312040090709	ABSOLUT CITRON 70CL	1050	765,238
7312040217014	ABSOLUT ELIX 70CL	2150	1418,69
7312040350056	ABSOLUT RASPBERRY 70CL	1050	765,238
7312040350100	ABSOLUT VANILYA	1050	537,38
7312040350254	ABSOLUT PEARS 70CL	1050	644,857
7312040551668	ABSOLUT LIME 70CL	1050	902,807
7312040551804	ABSOLUT EXTRAKT 70 CL	1050	537,38
7401005008580	RON ZACAPA	2600	2094,75
7501003698827	OLMECA DARK CHOCOLATE 70CL	1050	902,807
7501035042131	JOSE CUERVO REPOSADO	1300	1016,36
7501035042308	JOSE CUERVO 70CL	1200	938,182
7501035042384	JOSE CUERVO 50CL	900	703,636
7501398100684	ELTEQUILENO REPOSADO 70CL	2190	1831,54
7506064300160	DONJULIO BLANCO 70CL	2300	1748
7506064300177	DONJULIO REPOSADO	2500	1567,5
7506064300184	DONJULIO ANEJO	2750	1710
7506064300191	DONJULIO 1942	12000	7031
7610113007518	BACARDI SPICED	1500	678,5
7610594252148	KAHLUA LIQUEUR	800	447,09
7640171035475	ROYAL BROCKLA 12	3750	3084
7640175712617	GREY GOOSE ISIKLI	2950	1736,92
7804320483115	FRONTERA ROSE  CHILE	550	184,53
7804320556000	FRONTERA SAUVIGNON BLANC	550	333,318
7804320559001	FRONTERA CABERNET	550	402,756
7804320642277	FRONTERA CHARDONAY	550	258,924
7804320706009	FRONTERA MERLOT	550	405,234
8000020005285	CINZANO 75CL	1500	902,352
8000440112389	KEGLEVICH PESCA	740	495,993
8000440112426	KEGLEVICH MELON 70CL	740	450,004
8000440112440	KEGLEVICH ÇILEK	740	495,993
8000440112488	KEGLEVICH ELMA	740	495,993
8000440113096	TRIPLE SEC 1LT	1550	1039,99
8000570048022	MARTINI FIERO	1095	946,608
8001305334625	GAGLIANO LIMONCELLO	1025	832,712
8001660198351	RUFFINO PROSECCO 750 ML	1950	910,8
8002230000302	APEROL 70CL	1100	790,704
8002793000504	PICCINI CHIANTI	675	473,864
8002793014334	PICCINI PROSECCO	2000	1128,09
8002793020267	PICCINI NERO D AVOLA	650	476,1
8002793960518	PICCINI VINO ROSSO 75 CL	400	281,52
8004663000355	AMARETTO VENEZIA BADEM LIKÖRÜ	1050	635,511
8004747004057	LIMONCELLO LIKÖR	1200	786,448
8004747007539	VOLARE TRIPLE SEC	1150	851,776
8004747007584	VOLARE SOUR APPLE	810	532,277
8004747007591	VOLARE GREEN MELON	810	548,128
8004747007607	VOLARE STRAWBERRY	810	532,277
8004747007621	VOLARE VANILA	810	532,277
8004747008345	VOLARE ESPRESSO	810	532,277
8004747008369	VOLARE COCONUT	810	532,246
8004747008949	VOLARE PASSION FRUIT	810	532,277
8005390043912	SARTORI BEYAZ	550	369,6
8005390043936	SARTORI BLUSH	550	369,6
8005390045749	SARTORI MERLOT	550	388,08
8005390046982	MYRINA BLUSH	400	237
8005829120474	BOTTEGA ÇIKOLATA	850	572,724
8005829120504	BOTTEGA SAMBUCA LIQUEUR 70 CL	1350	878,177
8005829220648	BOTTEGA MOSCADO	1750	860,868
8005829230333	BOTTEGA GOLD 75 ML	1850	1343,05
8005829230388	BOTTEGA ROSE GOLD	1850	1346,89
8005829230470	BOTTEGA WHITE GOLD	1850	1320
8005829514006	BOTTEGA LIMONCELLO	850	627,271
8005829610104	BOTTEGA MELON LIQUEUR 50 CL	850	623,087
8005829981037	BOTTEGA ANTEP	850	602,177
8005829981655	BOTTEGA BIANCO VERMOUTH	1400	831,595
8005829985424	BOTTEGA BITTER	1050	572,724
8005829988609	BOTTEGA NEGRONI LIQUEUR 70 CL	1100	726,36
8006233101462	BELLINI WHITE PEACHES	1350	677,82
8008900001037	CIELO CABERNET SAUVIGNON	625	369,655
8008900002188	CIELO BEYAZ	625	379,957
8008900004212	CIELO MERLOT	625	373,518
8008900005431	CIELO BLUSH	625	371,372
8017450002104	LIMONCELLO DICAPRI	950	786,451
810035510005	STAMBECCO KIRAZ LIKÖRÜ	1545	1093,45
810035510104	SHANKYS WHIP 70CL	1375	1048,6
810035511224	STAMBECCO TIRAMISU	1295	799,07
810035511699	SHANKYS WHIP 35CL	725	420,563
813497003047	DEACON	1700	1044,86
813497006154	BUMBU XO	2025	1390,19
813497006215	BUMBU ROM	1650	1223,04
816136020788	KLEOS MASTIKA LIKÖR	1795	1032,71
8410113001023	VINASOL	625	417,6
8410113003027	SANGRE DE TORO	675	480,6
8410221110150	LICOR 43 ORIGINAL	1300	857,633
8410221902069	LICOR 43 BARISTO	1375	923,617
8410221902915	LICOR 43 CHOCOLATE	1375	923,617
8410793262936	DAURA DAMM	125	99,3469
8411640000459	GIN MARE	2750	1912,5
8414771859514	ABSENT 70	2500	1868,3
8437005781139	NUCKY THOMPSON 70CL	1450	870,842
8501110088831	HAVANA CLUB 70CL	1300	687,85
8501110089852	HAVANA CLUB SELECCION	2950	2278,5
8594403310115	BUDWEISER KUTU	160	94,7835
8594403707465	BUDWEISER 33CL	120	83,1568
8680167007115	KUMKALE SAUVIGNON BLANC	235	165,44
8680167008778	SUVLA SYRAH	850	509,133
8680167009010	SUVLA SIR	1050	783,641
8680167009133	SUVLA KILITBAHIR BEYAZ	250	102,48
8680167009539	KUM KALE BEYAZ SARAP	235	129,23
8680167010474	SUVLA KIRTE	1075	721,862
8680167010559	SUVLA MERLOT	850	600,992
8680167010634	SUVLA KABATEPE BEYAZ	250	154,681
8680167011877	SUVLA CABERNET SAUVIGNON MERLOT	850	423,708
8680480731377	ISABEY BOGAZKERE MERLOT	225	122
8680679753258	SAKI PREMIUM 50	4500	2370,52
8680679753302	SAKI PREMIUM ULUDAG	4500	3174,09
8680679754682	SAKI PREMIUM 100	5500	3174,1
8682315592351	VOLIM ENERJI	120	64,02
8682315592399	ADAP GÖBEK RAKISI 70CL	1050	750,204
8682315592733	VOLIM KAVUNLU 6.9	120	65,2235
8682315592825	VOLIM BLUE HAVAII 6.9	120	64,02
8682315592832	VOLIM ENERJI 6.9	120	62,7112
8682392500065	EFE GOLD 1LT	1495	1150,88
8682392500072	EFE GOLD 70CL	1195	912,768
8682392500089	EFE GOLD 50 CL	949	316,96
8682392500096	EFE GOLD 35 CL	709	468,077
8682392500119	EFE YAS ÜZÜM 1LT	1399	966,356
8682392500126	EFE YAS ÜZÜM 70 CL	1049	882,338
8682392500133	EFE YAS ÜZÜM 50CL	825	365,56
8682392500140	EFE YAS ÜZÜM RAKI 35 CL	599	468,79
8682392500300	EFE 5 YILLIK	3250	2563,38
8682392500317	EFE GÖBEK 70 CL	1345	476,64
8682392500324	EFE GÖBEK 35 CL	755	261,35
8682392500942	ÜZÜM KIZI 70CL	990	832,712
8682392502540	SARI ZEYBEK ORJINAL 70 CL	1450	739,069
8682392502557	SARI ZEYBEK YAS ÜZÜM 70 CL	1400	873,027
8682392502564	SARI ZEYBEK 3 MESE 70 CL	1545	1081,88
8682392502861	EFE GÖBEK 1LT	1735	1384,19
8682392502878	EFE GÖBEK 50CL	1049	345,56
8682392503110	SARI ZEYBEK ORJINAL 35 CL	825	507,361
8682392503127	SARI ZEYBEK YAS ÜZÜM 35 CL	780	607,471
8682392503134	SARI ZEYBEK 3 MESE 35CL	869	686,679
8682392504094	SARI ZEYBEK ORJINAL 50 CL	1145	818,067
8682392504100	SARI ZEYBEK YAS ÜZÜM 50 CL	1080	649,795
8682392504117	SARI ZEYBEK 3 MESE 50 CL	1199	799,79
8682392504148	SARI ZEYBEK 3 MESE 100 CL	1995	1570,88
8682392505039	EFE OAK BARREL	1990	1588,26
8683548620644	HARE TÜRK KAHVESI	499	385,284
8683548620682	HARE NANE LIKÖRÜ	499	314,15
8683548620705	HARE ACIBADEM LIKÖRÜ	599	416,107
8683548620729	HARE MUZ	499	309,66
8683548620743	HARE VISNE LIKÖRÜ	499	325,14
8683762390453	PORTA CAELI AMENT CABERNET	2000	1248,49
8683762390484	PORTO CAELI AMENT MERLOT	1000	657,92
8683762390682	PORTA DIVERTI	600	385,927
8683762390767	PORTA CAELI AMENT BLEND	2000	1248,49
8683762390873	PORTA DIVERTI BLUSH	600	428,582
8683762390910	PORTA DIVERTI BEYAZ	600	401,767
8684076711187	A SANTE COLD IPA	175	144
8684076711194	A SANTE VIENNA LAGER	160	129,6
8684076711217	A SANTE NEW ZEALAND PILSNER	160	129,6
8684207631506	NAREN ELMA SUYU	50	32,926
8684523221016	ANADOLU RAKI SIFIR SERI 70 CL	1200	838,872
8684523221054	ANADOLU RAKI SIFIR SERI GOLD 70 CL	1250	923,27
8684663764039	TONIC WATER GRAPEFRUIT	50	28,91
8684663764046	TONIC WATER GINGER	50	28,91
8684790806008	LOKAL DERYA KUZUSU 5	3250	2140,89
8684790806015	LOKAL RAKI GÖBEK 1LT	1795	1497,07
8684790806022	LOKAL GÖBEK 70CL	1350	1142,24
8684790806114	LOKAL RAKI MAVI 1LT	1375	1171,7
8684790806121	LOKAL RAKI MAVI 70CL	1125	933,272
8684790806206	PORCHKA VOTKA 70 CL	750	659,215
8690520011499	EFES TOMBUL 50 CL	83	68,9395
8690520257750	BOMONTI FILTRESIZ 50 CL	90	90,9621
8690520258269	EFES MALT 50 CL SISE	78	68
8690520554101	EFES RESERVE SISE	75	55,662
8690520580414	BREMEN SISE 50CL	70	50
8690520580896	EFES KUTU 50CL	75	71,2859
8690520580902	MILLER 33CL	80	52,4791
8690520580933	BECKS KUTU	100	88,32
8690520580940	EFES EXTRA	105	71,8955
8690520580957	BELFAST SISE	88	74,8477
8690520580964	BELFAST KUTU 50 CL	75	64,1378
8690520581015	EFES MALT KUTU	60	57
8690520581039	EFES MALT MINI	50	37,8278
8690520581046	BECKS SISE 50CL	100	91,4437
8690520581077	MILLER 50 SISE	90	60,6761
8690520581084	EFES EXTRA SHOT	70	62,8032
8690520581176	CORONA  35.5 CL	125	111,66
8690520581183	EFES SERÇE 33CL	65	55,9554
8690520581190	BUD KUTU 50 CL	85	75,5968
8690520581213	BUD SISE 50 CL	85	88,32
8690520581251	BREMEN KUTU	70	49,776
8690520581329	BREMEN YÜKSEK ALKOL	95	85,1917
8690520581398	EFES RESERVE KUTU	75	55,63
8690520581404	EFES AMSTERDAM SISE	135	134,289
8690520581466	AMSTERDAM KUTU 50CL	135	116,733
8690520581640	EFES WINTER SISE	66	58,284
8690520582890	EFES 50 CL KUTU EURO 2024	75	63,5784
8690520582913	EFES 50 CL SISE EURO 2024	73	52,98
8690520583538	EFES ÖZEL SERI 50 CL	85	74,3021
8690558024645	DIREN MAHLEP SARAP	900	721,213
8690558033692	DIREN KARADUT	375	306,289
8690558039755	DIREN BÖGÜRTLEN	375	306,289
8690558039762	DIREN KARADUT	350	0
8690582092405	TUBORG AMBER KUTU	85	75,0463
8690582093402	TUBORG AMBER 50 CL SISE	85	75,0446
8690582111205	TUBORG GOLD 33 CL	62	52,8563
8690582111403	TUBORG GOLD SISE 50 CL	73	70,3527
8690582162405	TUBORG SPECIAL KIRMIZI KUTU	105	90,9244
8690582172404	TUBORG GOLD KUTU	75	72,0572
8690582173203	TUBORG SISE 33CL	65	41,8259
8690582192808	TUBORG SPECIAL SHOT ( YENI )	70	62,7696
8690582711405	CARLSBERG SISE 50 CL	78	73,5138
8690582772406	CARLSBERG LUNA KUTU 50CL	90	80,329
8690582773403	CARLSBERG LUNA SISE	90	80,3224
8690582792404	CARLSBERG KUTU	80	76,9159
8690582793203	CARLSBERG 33 CL	75	65,172
8690582882402	TUBORG FILTRESIZ KUTU	85	75,0463
8690582883409	TUBORG FILTRESIZ SISE	90	75,0463
8690582953201	FREDERIK MARZEN LAGER	95	85,056
8690582962401	BLANC KUTU	92	82,1498
8690582963200	BLANC SISE	77	68,6216
8690584114402	ÇANKAYA	595	260
8690584120502	KAVAK BEYAZ	425	211,5
8690584136404	SELECTION NARINCE - EMIR	1150	555,9
8690584147301	ALTIN KÖPÜK 1500ML	1650	0
8690584154408	TIGRIS BEYAZ	350	157,464
8690584155405	ANGORA BEYAZ	450	322,478
8690584169419	EGEO SAUVIGNON BLANC	1300	697,95
8690584169426	EGEO SAUVIGNON BLANC	1300	0
8690584178435	COTES D AVANOS SAUVIGNON BLANC	2000	1346,4
8690584182425	EGEO CHARDONNAY	1300	761,4
8690584185402	KAVAKLIDERE INCI DAMLASI	625	259,6
8690584189417	EGEO FUME BLANC	1400	799,2
8690584190406	ANCYRA SAUVIGNON	595	423,36
8690584193421	COTES D AVANOS NARINCE	1500	1050
8690584195425	COTES D AVANOS CHARDONNAY	1500	1050
8690584215406	LAL	595	260
8690584267429	EGEO ROSE	1300	734,4
8690584280404	ANCYRA BLUSH	595	313,005
8690584286406	PEMBE KÖPÜK	625	190
8690584289407	ANGORA ROZE	450	200
8690584301406	ANGORA KIRMIZI	450	282,224
8690584303400	ANCYRA KALECIK KARASI	595	240,57
8690584307408	ANCYRA MERLOT	595	378,922
8690584316400	YAKUT	595	260
8690584322500	DIKMEN 1LT	425	193,4
8690584339492	SELECTION KIRMIZI	1350	604,12
8690584341495	EGEO CAB MERLOT	1500	612
8690584353405	TIGRIS KIRMIZI	350	199,26
8690584371492	EGEO SYRAH 2019	1500	552
8690584372406	ANCYRA BOGAZKERE	595	262,44
8690584374400	ANCYRA ÖKÜZGÖZÜ	595	275,56
8690584375407	ANCYRA CABERNET	595	240,57
8690606132407	SARAFIN CABERNET SAUVIGNON	1650	471,88
8690606132506	SARAFIN MERLOT	1650	619,32
8690606132605	SARAFIN SYRAH	1650	471,88
8690606132803	SARAFIN MERITAGE 2019	2400	900
8690606134012	DLC ÖKÜZGÖZÜ	720	199,2
8690606134029	DLC KALECIK KARASI	720	199,2
8690606134036	DLC CAB SAU MERLOT	720	235,2
8690606134043	DLC BOGAZKERE	720	199,2
8690606134050	DLC SYRAH	720	199,2
8690606134074	DLC GRENACHE	720	215,86
8690606210006	DOLUCA BEYAZ	475	129,7
8690606230103	VILLA DOLUCA BEYAZ	520	146,7
8690606230400	DLC MOSKADO	720	199,2
8690606232107	SARAFIN SAUVIGNON BLANC	1650	602,38
8690606232206	SARAFIN FUME BLANC	1650	450
8690606232305	SARAFIN CHARDONNAY	1650	992,124
8690606234040	DLC SULTANIYE-EMIR	720	199,2
8690606234064	DLC NARINCE	720	199,02
8690606234095	DLC SAUVIGNON BLANC	720	199,2
8690606332708	SARAFIN MERLOT CABERNET FRANC	1650	471,88
8690606334085	VERONA BLUSH	815	452,352
8690606334108	DLC PLAYA ROSE	800	199,2
8690606334139	DLC PLAYA ROSE KÖPÜKLÜ	1275	275
8691233712208	ARTI CABERNET - MERLOT	775	491,52
8691233880303	KIZIL ALAN ÖKÜZGÖZÜ	825	522,24
8691256194869	ISABEY CABERNET SAU. - MERLOT	1100	480
8691256200515	ISABEY SEVILEN SAUVIGNON BLANC	1200	805
8691256800678	SEVILEN 900 CABERNET SAU.	1345	889,2
8693772100225	TURASAN KIRMIZI SARAP	300	200
8693772200185	TURASAN BEYAZ SARAP	300	200
8693772300304	TURASAN ROZE SARAP	300	200
8697300380080	KÜP VISNE LIKÖRÜ	2950	2352
8697428590057	SCOTCH BLUE 35 CL	695	486,108
8697428593089	SCOTCH BLUE 70 CL	1300	777,04
8697447781023	VINCENT ÇILEK	325	161,17
8697447781030	VINCENT VISNE	325	161,17
8697447781061	VINCENT BÖGÜRTLEN	325	214,463
8697447781078	VINCENT YABAN MERSINI	325	161,17
8697447781139	VINCENT MURDUM ERIGI	325	161,17
8697447781146	VINCENT NAR	325	161,17
8697447781214	VINCENT AHUDUDU	325	161,17
8697530200011	YENI RAKI 35 CL	575	527,614
8697530200066	TEKIRDAG RAKI 35 CL	639	557,209
8697530200103	YENI RAKI 70 CL	995	856,77
8697530200226	YENI RAKI 1 LT	1275	1155,39
8697530200646	KULÜP RAKI 70 CL	1275	1130,58
8697530200837	TEKIRDAG RAKI 100 CL	1450	1254,99
8697530200851	KULÜP RAKI 35CL	750	647,562
8697530201582	TEKIRDAG RAKI 70 CL	1065	689
8697530202985	TERRA SHIRAZ	600	295,747
8697530203234	BUZBAG KIRMIZI	470	200
8697530204439	BAZOOKA 35 CL	399	333,802
8697530204446	BAZOOKA 70 CL	725	606,539
8697530204453	BAZOOKA 100CL	1025	508,79
8697530204675	TEKIRDAG ALTIN SERI 70 CL	1195	921,103
8697530204804	TERRA ÖKÜZGÖZÜ  75 CL	600	293,621
8697530204835	TERRA BOGAZKERE	600	298,405
8697530204866	TERRA ÖKÜZGÖZÜ - BOGAZKERE	600	284,053
8697530205344	IZMIR 35 CL	479	327,431
8697530205351	IZMIR 70 CL	825	0
8697530205757	YENI RAKI 50 CL	775	713,751
8697530206266	BUZBAG BEYAZ	470	200
8697530207508	IZMIR YAS ÜZÜM 70 CL	875	433
8697530207805	IZMIR YAS ÜZÜM 35 CL	509	238,63
8697530209434	YENI SERI 35 CL	630	531,39
8697530209441	YENI SERI 70 CL	1120	904,6
8697530209465	TEKIRDAG TRAKYA 70CL	1250	927,84
8697530209540	KAYRA VINTAGE CHARDONNAY	950	496,8
8697530210041	TEKIRDAG ALTIN SERI 1LT	1495	1152,34
8697530210386	KAYRA VINTAGE ÖKÜZGÖZÜ	950	524,398
8697530210621	KAYRA VINTAGE MERLOT	950	513,359
8697530210706	BUZBAG ELAZIG ÖKÜZGÖZÜ 75 CL	475	262,525
8697530210843	LEONA BLUSH	379	268,5
8697530211086	KAYRA VINTAGE CABERNET SAU	950	524,398
8697530211185	KAYRA VINTAGE SHIRAZ	950	524,398
8697530211192	KAYRA VINTAGE BOGAZKERE	950	524,398
8697530211239	ALA RAKI 70 CL	1450	900
8697530211253	ISTANBLUE VODKA 35 CL	420	356,737
8697530211260	ISTANBLUE VODKA 70 CL	775	642,356
8697530211291	ISTANBLUE VODKA 50 CL	575	481,266
8697530211307	ISTANBLUE VODKA 100 CL	1075	859,849
8697530212557	ALA RAKI 35 CL	819	300
8697530212588	TEKIRDAG ALTIN SERI 35 CL	709	574,909
8697530213141	VERSVS CABERNET FRANC	1050	579,6
8697530213615	KAYRA VINTAGE SAU. BLANC	950	496,8
8697530213738	TEKIRDAG RAKISI NO 10	1625	1237,37
8697530213806	KAYRA ALLURE	750	100
8697530213868	GILBEYS VODKA 35 CL	450	377,273
8697530213875	GILBEYS VODKA 70 CL	825	690,2
8697530214179	YENI SERI 1OOCL	1475	1192,39
8697530214209	BUZBAG REZERV	675	343,847
8697530214247	GILBEYS GIN 35 CL	425	385,534
8697530214254	GILBEYS GIN 70 CL	825	732,194
8697530214483	BAZOOKA 50CL	550	459,291
8697530214520	VERSVS ALPAGUT ÖKÜZGÖZÜ	1050	579,6
8697530214551	BUZBAG ROZE	470	200
8697530214988	GILBEYS VODKA 100CL	1125	941,175
8697530215008	YENI RAKI 150 CL	1900	1705,44
8697530215022	USTALARIN KARISIMI 70CL	1450	706,169
8697530215121	GILBEYS GIN 100CL	1125	999,329
8697530215220	VERSVS DEDEÇESME BLEND	1050	579,6
8697530215299	KAYRA VINTAGE ROSE	950	496,8
8697530215343	USTALARIN KARISIMI 35CL	825	300
8697530215473	YENI SERI 50 CL	860	723,459
8697530215497	IZMIR YAS ÜZÜM RAKISI 50CL	699	335,52
8697530215657	TERRA CABERNET - MERLOT	600	298,401
8697530215886	BUZBAG ANKARA	475	254,147
8697530216340	TEKIRDAG ALTIN SERI 50 CL	949	769,504
8697530216364	YENI RAKI MÜZEYYEN	3100	1500
8697530216616	USTALARIN KARISIMI 50CL	1035	300
8697530216876	KAYRA VINTAGE  NARINCE	950	496,8
8697530216944	KULÜP RAKI 90. YIL	7500	2750
8697530217088	DAIM YILDIZ ANASON 35 CL	255	0
8697530217101	YENI RAKI UZUN DEMLEME 70 CL	1550	800
8697530217194	YENI RAKI GIZ	2475	2186,91
8697530217231	YENI RAKI UZUN DEMLEME 35 CL	700	300
8697530217453	YENI RAKI UZUN DEMLEME 100 CL	1400	1000
8697530217477	ALTIN REZERVE	1495	743,174
8697530217484	ALTIN REZERVE 35CL	800	306,95
8697530217736	YENI RAKI UZUN DEMLEME 50 CL	850	500
8697530217774	VEFA GÖBEK 70CL	890	748,09
8697530217880	PROTOTIF LOT:2	1500	1190
8697530218023	YENI RAKI FERZAN 70CL	1150	848,82
8697530218061	YENI RAKI PUS	2100	1281,22
8697530218160	GILBEYS CIN 50 CL	615	546,302
8697530218269	PROTOTIP LOT3	1500	1218,53
8697530218351	KULÜP RAKI DELUKS 70CL	1350	723,091
8697530218375	KULÜP RAKI DELUKS 35CL	739	510,605
8697530218726	TEKIRDAG GÖBEK 35CL	750	437,808
8697530218740	TEKIRDAG GÖBEK 70CL	1400	1052,8
8697530218801	SMIRNOFF VODKA 100 CL	1295	1017,98
8697530218870	YENI SERI ÖZEL TASARIM	1120	809,34
8697530218894	YENI SERI ÖZEL SISE 100CL	1475	1175,04
8697530218917	TEKIRDAG GÖBEK 1LT	1850	1278,4
8697530218948	PROTOTIP LOT4	1650	1356,55
8697530219075	TEKIRDAG NO 10	1625	1443,48
8697702233014	MERCAN RAKI 100 CL	1995	1737,72
8697702233021	MERCAN GÖBEK 70 CL	1375	1135,32
8697702233038	MERCAN RAKI 50 CL	1065	862,844
8697702233045	MERCAN RAKI 35LIK	775	280,75
8697874051409	SELENDI GRENACHE	1000	672,012
8697874051416	SELENDI CABERNET-MERLOT	1000	672,012
8697901902957	BÜYÜLÜBAG SULTANIYE	675	475,2
8697901903275	BÜYÜLÜBAG VEDAT MILÖR ÖKÜZGÖZÜ-BOGAZKERE	650	475,2
8697901903404	BÜYÜLÜBAG VEDAT MILÖR CABERNET-MERLOT	650	475,2
8697901903411	BÜYÜLÜBAG VEDAT MILÖR SYRAH-MERLOT	650	421,74
8698779190019	BEYLERBEYI GÖBEK 150CL	2695	2043,35
8698779190163	BEYLERBEYI GÖBEK 1LT	1795	1523,8
8698779190170	BEYLERBEYI GÖBEK 50CL	1080	914,344
8698779190187	BEYLERBEYI GÖBEK 70CL	1400	1173,72
8698779190194	BEYLERBEYI GÖBEK 35CL	780	665,78
8698779190217	BEYLERBEYI MAVI 100CL	1375	1181,81
8698779190279	BEYLERBEYI MAVI 50CL	860	390,8
8698779190866	BEYOGLU RAKI 100 CL	1350	967,452
8698779190996	BEYLERBEYI KALECIK KARASI 70CL	1600	945,797
8698779191016	BEYLERBEYI MAVI 70CL	1120	657,234
8698779191023	BEYLERBEYI MAVI 35CL	630	540,294
8698779191276	BEYLERBEYI TERRA GOLD 35CL	695	511,594
8698779191283	BEYLERBEYI TERRA GOLD 50CL	925	509,877
8698779191290	BEYLERBEYI TERRA GOLD 70CL	1195	902,807
8698779191313	BEYLERBEYI TERRA GOLD 1 LT	1495	1252,87
8698779191436	BEYLERBEYI INCIRDEN 70CL	1600	549,44
8698779191573	BEYLERBEYI KASIMPATI 70 CL	1350	1053,27
8698779191672	BEYLERBEYI MARGAZ 70 CL	1600	945,797
8699266009333	SARI KEDI 2022	1150	918
8699469523803	URLA VOURLA	1750	848
8699952390080	KUZEYBAG ÖKÜZGÖZÜ 2019	850	585,312
8699952390134	KUZEYBAG KÖSETEVEK	850	585,312
8699986620023	SCOTCH BLUE 1LT	1775	1097,78
8711114472516	GLEN TALLOCH 12 YEARS	1450	834,115
8712000031794	HEINEKEN SISE	120	79,0994
8712000038618	DESPERADOS BIRA 33CL	125	111,731
8712000053581	SOL BEER	110	88,1662
8712000900045	HEINEKEN KUTU 50CL	140	105,319
8716000966537	GALLIANO VANILLA	1000	843,463
8716000967688	GALLIANO ESPRESSO	1000	843,463
8717405003629	NESCAFE EXPRESS BLACK ROAST	60	40,8424
8720400426997	CAFE CREME BLUE ITHAL	160	110
8901193004122	AMRUT FUSION	3600	2851,2
8901193007765	AMRUT SINGLE MALT	3600	2851
8904014800699	PAUL JOHN BRILLIANCE INDIAN SINGLE MALT 70CL	2700	2285,01
8904014800712	PAUL JOHN BOLD INDIAN	2700	2285,01
8904014802730	PAUL JOHN NIRVANA	1800	1473,38
9007600304515	OTTAKRINGER 50 CL KUTU	120	74,625